Versicherer	Kanton	Geschäftsjahr	Region	HMO	HMO-ID	HMO-Name	Strasse	PLZ	Ort
1535	BE	2016	PR-REG CH1	BasicPlus	hmo3550	AN Emmental	Lindenstrasse 7	3550	Langnau I. E.
1535	BE	2016	PR-REG CH1	BasicPlus	hmo3600	Igomed (Geschäftsstelle)	Goldiwilstrasse 36a	3600	Thun
1535	BE	2016	PR-REG CH1	BasicPlus	hmo3812	Beodocs, Dr. Med. Th. Michel	Lehngasse 47	3812	Wilderswil
1535	BE	2016	PR-REG CH2	BasicPlus	hmo2502M	Mednet Biel - Dr. Christof Käch	Murtenstrasse 18	2502	Biel/Bienne
1535	BE	2016	PR-REG CH2	BasicPlus	hmo3011B10L	Localmed AG	Bubenbergplatz 10	3011	Bern
1535	BE	2016	PR-REG CH2	BasicPlus	hmo3011B11	Medix Praxis Bubenberg	Bubenbergplatz 11	3011	Bern
1535	BE	2016	PR-REG CH2	BasicPlus	hmo3012M	Mednet Bern - Dr. Amato Giani	Gesellschaftstrasse 30	3012	Bern
1535	BE	2016	PR-REG CH2	BasicPlus	hmo3013B	Ärztenetzwerk Bern, Dr. Med. Guido Brun del Re	Beundenfeldstrasse 51	3013	Bern
1535	BE	2016	PR-REG CH2	BasicPlus	hmo3014T	Monvia Gesundheitszentrum Bern	Tellstrasse 32	3014	Bern
1535	BE	2016	PR-REG CH2	BasicPlus	hmo3047A	Ärztenetz Doxnet, Dr. Med. Vinzenz Hebeisen	Aeschenbrunnmattstrasse 9	3047	Bremgarten
1535	BE	2016	PR-REG CH2	BasicPlus	hmo3052G	Ärztenetz Grauholz, Dr. Med. Markus Strebel	Lüftenweg 1	3052	Zollikofen
1535	BE	2016	PR-REG CH2	BasicPlus	hmo3063	AN Bantiger, Dr. Med. E. Dreyer	Thalgut-Zentrum	3063	Ittigen
1535	BE	2016	PR-REG CH2	BasicPlus	hmo3322E	Ärztezentrum Eigerpark	Eigerweg 4	3322	Urtenen-Schönbühl
1535	BE	2016	PR-REG CH2	BasicPlus	hmo3322neu1	Oberaargau - Dr. Thomas Ruckstuhl, c/o PonteNet	Zentrum 32	3322	Urtenen-Schönbühl
1535	BE	2016	PR-REG CH2	BasicPlus	hmo3322neu2	PonteCare - Herr Fred Zwygart, c/o PonteNet	Zentrum 32	3322	Urtenen-Schönbühl
1535	BE	2016	PR-REG CH2	BasicPlus	hmo3550	AN Emmental	Lindenstrasse 7	3550	Langnau I. E.
1535	BE	2016	PR-REG CH2	BasicPlus	hmo3600	Igomed (Geschäftsstelle)	Goldiwilstrasse 36a	3600	Thun
1535	BE	2016	PR-REG CH2	BasicPlus	hmo3812	Beodocs, Dr. Med. Th. Michel	Lehngasse 47	3812	Wilderswil
1535	BE	2016	PR-REG CH3	BasicPlus	hmo2502M	Mednet Biel - Dr. Christof Käch	Murtenstrasse 18	2502	Biel/Bienne
1535	BE	2016	PR-REG CH3	BasicPlus	hmo3011B10L	Localmed AG	Bubenbergplatz 10	3011	Bern
1535	BE	2016	PR-REG CH3	BasicPlus	hmo3011B11	Medix Praxis Bubenberg	Bubenbergplatz 11	3011	Bern
1535	BE	2016	PR-REG CH3	BasicPlus	hmo3012M	Mednet Bern - Dr. Amato Giani	Gesellschaftstrasse 30	3012	Bern
1535	BE	2016	PR-REG CH3	BasicPlus	hmo3013B	Ärztenetzwerk Bern, Dr. Med. Guido Brun del Re	Beundenfeldstrasse 51	3013	Bern
1535	BE	2016	PR-REG CH3	BasicPlus	hmo3014T	Monvia Gesundheitszentrum Bern	Tellstrasse 32	3014	Bern
1535	BE	2016	PR-REG CH3	BasicPlus	hmo3047A	Ärztenetz Doxnet, Dr. Med. Vinzenz Hebeisen	Aeschenbrunnmattstrasse 9	3047	Bremgarten
1535	BE	2016	PR-REG CH3	BasicPlus	hmo3052G	Ärztenetz Grauholz, Dr. Med. Markus Strebel	Lüftenweg 1	3052	Zollikofen
1535	BE	2016	PR-REG CH3	BasicPlus	hmo3063	AN Bantiger, Dr. Med. E. Dreyer	Thalgut-Zentrum	3063	Ittigen
1535	BE	2016	PR-REG CH3	BasicPlus	hmo3322E	Ärztezentrum Eigerpark	Eigerweg 4	3322	Urtenen-Schönbühl
1535	BE	2016	PR-REG CH3	BasicPlus	hmo3322neu1	Oberaargau - Dr. Thomas Ruckstuhl, c/o PonteNet	Zentrum 32	3322	Urtenen-Schönbühl
1535	BE	2016	PR-REG CH3	BasicPlus	hmo3322neu2	PonteCare - Herr Fred Zwygart, c/o PonteNet	Zentrum 32	3322	Urtenen-Schönbühl
1535	BE	2016	PR-REG CH3	BasicPlus	hmo3550	AN Emmental	Lindenstrasse 7	3550	Langnau I. E.
1535	BE	2016	PR-REG CH3	BasicPlus	hmo3600	Igomed (Geschäftsstelle)	Goldiwilstrasse 36a	3600	Thun
1535	BE	2016	PR-REG CH3	BasicPlus	hmo3812	Beodocs, Dr. Med. Th. Michel	Lehngasse 47	3812	Wilderswil
1535	BL	2016	PR-REG CH1	BasicPlus	hmo4054R	Ärztenetz Nordwest AG, Dr. Med. Philipp Tschopp	Rütimeyerplatz 9	4054	Basel
1535	BL	2016	PR-REG CH1	BasicPlus	hmo4153	Hausarztverein Angenstein, Dr. Med. H-P Merz	Angensteinerstr. 6	4153	Reinach
1535	BL	2016	PR-REG CH2	BasicPlus	hmo4054R	Ärztenetz Nordwest AG, Dr. Med. Philipp Tschopp	Rütimeyerplatz 9	4054	Basel
1535	BL	2016	PR-REG CH2	BasicPlus	hmo4153	Hausarztverein Angenstein, Dr. Med. H-P Merz	Angensteinerstr. 6	4153	Reinach
1535	BS	2016	PR-REG CH0	BasicPlus	hmo4010M	Gesundheitsplan Basel (Meconex)	Sternengasse 18	4010	Basel
1535	BS	2016	PR-REG CH0	BasicPlus	hmo4051S	CENTRAMED Basel	Sternengasse 21	4051	Basel
1535	BS	2016	PR-REG CH0	BasicPlus	hmo4054R	Ärztenetz Nordwest AG, Dr. Med. Philipp Tschopp	Rütimeyerplatz 9	4054	Basel
1535	BS	2016	PR-REG CH0	BasicPlus	hmo4153	Hausarztverein Angenstein, Dr. Med. H-P Merz	Angensteinerstr. 6	4153	Reinach
1535	GR	2016	PR-REG CH1	BasicPlus	hmo7000B	Grisomed AG - Dr. Christian Eggenberger	Belmontstrasse 1	7000	Chur
1535	GR	2016	PR-REG CH2	BasicPlus	hmo7000B	Grisomed AG - Dr. Christian Eggenberger	Belmontstrasse 1	7000	Chur
1535	GR	2016	PR-REG CH3	BasicPlus	hmo7000B	Grisomed AG - Dr. Christian Eggenberger	Belmontstrasse 1	7000	Chur
1535	LU	2016	PR-REG CH1	BasicPlus	hmo6002.LU3C	Partnerpraxis Centramed Luzern	Frankenstrasse 2	6002	Luzern
1535	LU	2016	PR-REG CH1	BasicPlus	hmo6004new1	LuMed AG, Dr. med. Reto Christian Müller	Löwenstrasse 13	6004	Luzern
1535	LU	2016	PR-REG CH1	BasicPlus	hmo6004new2	Medplace Luzern - Herr Rolf Gabriel	Winkelriedstrasse 35	6004	Luzern
1535	LU	2016	PR-REG CH1	BasicPlus	hmo6017neu	Ärztenetz Luzern Land, Frau Dr. Marlene Degonda	Rüediswilerstrasse 8	6017	Ruswil
1535	LU	2016	PR-REG CH1	BasicPlus	hmo6020	Luzern Agglomeration - Dr. Beat Thoet	Rüeggisingerstrasse 29	6020	Emmenbrücke
1535	LU	2016	PR-REG CH2	BasicPlus	hmo6002.LU3C	Partnerpraxis Centramed Luzern	Frankenstrasse 2	6002	Luzern
1535	LU	2016	PR-REG CH2	BasicPlus	hmo6004new1	LuMed AG, Dr. med. Reto Christian Müller	Löwenstrasse 13	6004	Luzern
1535	LU	2016	PR-REG CH2	BasicPlus	hmo6004new2	Medplace Luzern - Herr Rolf Gabriel	Winkelriedstrasse 35	6004	Luzern
1535	LU	2016	PR-REG CH2	BasicPlus	hmo6017neu	Ärztenetz Luzern Land, Frau Dr. Marlene Degonda	Rüediswilerstrasse 8	6017	Ruswil
1535	LU	2016	PR-REG CH2	BasicPlus	hmo6020	Luzern Agglomeration - Dr. Beat Thoet	Rüeggisingerstrasse 29	6020	Emmenbrücke
1535	LU	2016	PR-REG CH3	BasicPlus	hmo6002.LU3C	Partnerpraxis Centramed Luzern	Frankenstrasse 2	6002	Luzern
1535	LU	2016	PR-REG CH3	BasicPlus	hmo6004new1	LuMed AG, Dr. med. Reto Christian Müller	Löwenstrasse 13	6004	Luzern
1535	LU	2016	PR-REG CH3	BasicPlus	hmo6004new2	Medplace Luzern - Herr Rolf Gabriel	Winkelriedstrasse 35	6004	Luzern
1535	LU	2016	PR-REG CH3	BasicPlus	hmo6017neu	Ärztenetz Luzern Land, Frau Dr. Marlene Degonda	Rüediswilerstrasse 8	6017	Ruswil
1535	LU	2016	PR-REG CH3	BasicPlus	hmo6020	Luzern Agglomeration - Dr. Beat Thoet	Rüeggisingerstrasse 29	6020	Emmenbrücke
1535	NE	2016	PR-REG CH0	BasicPlus	hmo2088	RSN - Jean-Frédéric de Montmollin	Rue Laurent-Péroud	2088	Cressier NE
1535	SG	2016	PR-REG CH1	BasicPlus	hmo4010M	Gesundheitsplan Basel (Meconex)	Sternengasse 18	4010	Basel
1535	SG	2016	PR-REG CH1	BasicPlus	hmo7323	PizolCare AG - Dr. Urs Keller	Büntenstrasse 6	7323	Wangs
1535	SG	2016	PR-REG CH1	BasicPlus	hmo8722neu	AN Linthgebiet, Dr. Med. H. Gmür, 	Schulhausstrasse 5	8722	Kaltbrunn
1535	SG	2016	PR-REG CH1	BasicPlus	hmo9000P	HAV St. Gallen - Dr. Marcel Schmuki	Poststrasse 12	9000	St. Gallen
1535	SG	2016	PR-REG CH1	BasicPlus	hmo9100	SäntiMed AG	Kasernenstrasse 30	9100	Herisau
1535	SG	2016	PR-REG CH1	BasicPlus	hmo9205	AN Gossau, Dr. Med. Thomas Ammann	Leimatstrasse 4	9205	Waldkirch
1535	SG	2016	PR-REG CH1	BasicPlus	hmo9424	HAV Rorschach, Dr. Peter Laux	Buholzstrasse 43	9424	Reineck
1535	SG	2016	PR-REG CH1	BasicPlus	hmo9450	Rhymed	Bahnhofstrasse 21a	9450	Altstätten
1535	SG	2016	PR-REG CH1	BasicPlus	hmo9500X	Xundart AG	Obere Bahnhofstrasse 49	9500	Wil
1535	SG	2016	PR-REG CH2	BasicPlus	hmo4010M	Gesundheitsplan Basel (Meconex)	Sternengasse 18	4010	Basel
1535	SG	2016	PR-REG CH2	BasicPlus	hmo7323	PizolCare AG - Dr. Urs Keller	Büntenstrasse 6	7323	Wangs
1535	SG	2016	PR-REG CH2	BasicPlus	hmo8722neu	AN Linthgebiet, Dr. Med. H. Gmür, 	Schulhausstrasse 5	8722	Kaltbrunn
1535	SG	2016	PR-REG CH2	BasicPlus	hmo9000P	HAV St. Gallen - Dr. Marcel Schmuki	Poststrasse 12	9000	St. Gallen
1535	SG	2016	PR-REG CH2	BasicPlus	hmo9100	SäntiMed AG	Kasernenstrasse 30	9100	Herisau
1535	SG	2016	PR-REG CH2	BasicPlus	hmo9205	AN Gossau, Dr. Med. Thomas Ammann	Leimatstrasse 4	9205	Waldkirch
1535	SG	2016	PR-REG CH2	BasicPlus	hmo9424	HAV Rorschach, Dr. Peter Laux	Buholzstrasse 43	9424	Reineck
1535	SG	2016	PR-REG CH2	BasicPlus	hmo9450	Rhymed	Bahnhofstrasse 21a	9450	Altstätten
1535	SG	2016	PR-REG CH2	BasicPlus	hmo9500X	Xundart AG	Obere Bahnhofstrasse 49	9500	Wil
1535	SG	2016	PR-REG CH3	BasicPlus	hmo4010M	Gesundheitsplan Basel (Meconex)	Sternengasse 18	4010	Basel
1535	SG	2016	PR-REG CH3	BasicPlus	hmo7323	PizolCare AG - Dr. Urs Keller	Büntenstrasse 6	7323	Wangs
1535	SG	2016	PR-REG CH3	BasicPlus	hmo8722neu	AN Linthgebiet, Dr. Med. H. Gmür, 	Schulhausstrasse 5	8722	Kaltbrunn
1535	SG	2016	PR-REG CH3	BasicPlus	hmo9000P	HAV St. Gallen - Dr. Marcel Schmuki	Poststrasse 12	9000	St. Gallen
1535	SG	2016	PR-REG CH3	BasicPlus	hmo9100	SäntiMed AG	Kasernenstrasse 30	9100	Herisau
1535	SG	2016	PR-REG CH3	BasicPlus	hmo9205	AN Gossau, Dr. Med. Thomas Ammann	Leimatstrasse 4	9205	Waldkirch
1535	SG	2016	PR-REG CH3	BasicPlus	hmo9424	HAV Rorschach, Dr. Peter Laux	Buholzstrasse 43	9424	Reineck
1535	SG	2016	PR-REG CH3	BasicPlus	hmo9450	Rhymed	Bahnhofstrasse 21a	9450	Altstätten
1535	SG	2016	PR-REG CH3	BasicPlus	hmo9500X	Xundart AG	Obere Bahnhofstrasse 49	9500	Wil
1535	SH	2016	PR-REG CH1	BasicPlus	hmo8200H	HAV Schaffhausen	Steighalde 8	8200	Schaffhausen
1535	SH	2016	PR-REG CH2	BasicPlus	hmo8200H	HAV Schaffhausen	Steighalde 8	8200	Schaffhausen
1535	SO	2016	PR-REG CH0	BasicPlus	hmo3013B	Ärztenetzwerk Bern, Dr. Med. Guido Brun del Re	Beundenfeldstrasse 51	3013	Bern
1535	SO	2016	PR-REG CH0	BasicPlus	hmo4054R	Ärztenetz Nordwest AG, Dr. Med. Philipp Tschopp	Rütimeyerplatz 9	4054	Basel
1535	SO	2016	PR-REG CH0	BasicPlus	hmo4153	Hausarztverein Angenstein, Dr. Med. H-P Merz	Angensteinerstr. 6	4153	Reinach
1535	SO	2016	PR-REG CH0	BasicPlus	hmo4500	Hareso	Niklaus-Konrad-Str. 26	4500	Solothurn
1535	SO	2016	PR-REG CH0	BasicPlus	hmo4566	Anewa	Haltenstrasse 23	4566	Kriegstetten
1535	SO	2016	PR-REG CH0	BasicPlus	hmo4600A	CENTRAMED-Partner Olten Gruppenpraxis Bifang	Aarauerstrasse 55	4600	Olten
1535	SO	2016	PR-REG CH0	BasicPlus	hmo4600F	Monvia Gesundheitszentrum Olten	Froburgstrasse 4	4600	Olten
1535	SO	2016	PR-REG CH0	BasicPlus	hmo4652	Anro AG - Dr. Judith Husi	Oltnerstrasse 9	4652	Winznau
1535	SZ	2016	PR-REG CH0	BasicPlus	hmo8037	Medix Praxis	Rotbuchstrasse 46	8037	Zürich-Wipkingen
1535	TG	2016	PR-REG CH0	BasicPlus	hmo8200H	HAV Schaffhausen	Steighalde 8	8200	Schaffhausen
1535	TG	2016	PR-REG CH0	BasicPlus	hmo8280	Ärztenetz Kreuzlingen, c/o DR. Med. Stephan Fleig	Rosgartenstrasse 30	8280	Kreuzlingen
1535	TG	2016	PR-REG CH0	BasicPlus	hmo8501	Ärztenetz Murgmed, c/o Dr. Med. Michael Siegenthaler	Bahnhofstrasse 61	8501	Frauenfeld
1535	TG	2016	PR-REG CH0	BasicPlus	hmo8590	Ärztenetz Oberthurgau, c/o Dr. Med. Eva Boesch-Lais	Bahnhofstrasse 16	8590	Romanshorn
1535	TG	2016	PR-REG CH0	BasicPlus	hmo8596	Ärztenetz Mittelthurgau, c/o Dr. Med. Carol Moll	Kantonsspital Münsterlingen	8596	Münsterlingen
1535	TG	2016	PR-REG CH0	BasicPlus	hmo9424	HAV Rorschach, Dr. Peter Laux	Buholzstrasse 43	9424	Reineck
1535	UR	2016	PR-REG CH0	BasicPlus	hmo6460D	Centramed Gesundheitspraxis	Dätwylerstrasse 15	6460	Altdorf
1535	VD	2016	PR-REG CH1	BasicPlus	hmo1213	Réseau Delta	Route de Loëx 3	1213	Onex
1535	VD	2016	PR-REG CH1	BasicPlus	hmo1530neu	CMCB	Rue de Guillermaux 8	1530	Payerne
1535	VD	2016	PR-REG CH2	BasicPlus	hmo1213	Réseau Delta	Route de Loëx 3	1213	Onex
1535	VD	2016	PR-REG CH2	BasicPlus	hmo1530neu	CMCB	Rue de Guillermaux 8	1530	Payerne
1535	ZG	2016	PR-REG CH0	BasicPlus	hmo6300	Centramed Praxis HMO	Baarerstrasse 8	6300	Zug
1535	ZG	2016	PR-REG CH0	BasicPlus	hmo6314	Zu:care	Seestr. 9	6314	Unterägeri
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8002	Zmed AG	Grütlistrasse 36	8002	Zürich
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8008B	Inetz - Urs Breitenstein	Seefeldstrasse 214	8008	Zürich
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8037	Medix Praxis	Rotbuchstrasse 46	8037	Zürich-Wipkingen
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8048M	allcare Hausarzt-Zentrum	Mürtschenstrasse 26	8048	Zürich
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8055	Zürcher Gesundheitsnetz - Dr. Tobias Wettstein	Birmensdorferstrasse 467	8055	Zürich
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8102	Limmimed, Dr. Med. Walter Schweizer	Zürcherstrasse 149	8102	Oberengstringen
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8245	Hawa - Dr. Peter Ritzmann	Zürcherstrasse 25	8245	Feuertalen
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8303neu	1A-Hausärzte - Dr. Urs Zehnder	Klotenerstrasse 8	8303	Bassersdorf
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8304.MPG	Medplace Wallisellen	Bahnhofplatz 1B	8304	Wallisellen
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8320	Doccare Hausärzte	Im Baumgarten 1	8320	Fehraltorf
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8400RO	Wintimed AG	Römerstrasse 30	8400	Winterthur
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8610Z	Zolamed AG	Zürichstrasse 1	8610	Uster
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8713	Hapmed AG	Gerbi 10	8713	Uerikon
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8810Sch	ZimDoc AG	Schärbächlistrasse 3	8810	Horgen
1535	ZH	2016	PR-REG CH1	BasicPlus	hmo8910neu	DocNet Säuliamt	Betpurstrasse 32	8910	Affoltern am Albis
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8002	Zmed AG	Grütlistrasse 36	8002	Zürich
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8008B	Inetz - Urs Breitenstein	Seefeldstrasse 214	8008	Zürich
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8037	Medix Praxis	Rotbuchstrasse 46	8037	Zürich-Wipkingen
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8048M	allcare Hausarzt-Zentrum	Mürtschenstrasse 26	8048	Zürich
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8055	Zürcher Gesundheitsnetz - Dr. Tobias Wettstein	Birmensdorferstrasse 467	8055	Zürich
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8102	Limmimed, Dr. Med. Walter Schweizer	Zürcherstrasse 149	8102	Oberengstringen
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8245	Hawa - Dr. Peter Ritzmann	Zürcherstrasse 25	8245	Feuertalen
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8303neu	1A-Hausärzte - Dr. Urs Zehnder	Klotenerstrasse 8	8303	Bassersdorf
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8304.MPG	Medplace Wallisellen	Bahnhofplatz 1B	8304	Wallisellen
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8320	Doccare Hausärzte	Im Baumgarten 1	8320	Fehraltorf
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8400RO	Wintimed AG	Römerstrasse 30	8400	Winterthur
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8610Z	Zolamed AG	Zürichstrasse 1	8610	Uster
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8713	Hapmed AG	Gerbi 10	8713	Uerikon
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8810Sch	ZimDoc AG	Schärbächlistrasse 3	8810	Horgen
1535	ZH	2016	PR-REG CH2	BasicPlus	hmo8910neu	DocNet Säuliamt	Betpurstrasse 32	8910	Affoltern am Albis
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8002	Zmed AG	Grütlistrasse 36	8002	Zürich
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8008B	Inetz - Urs Breitenstein	Seefeldstrasse 214	8008	Zürich
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8037	Medix Praxis	Rotbuchstrasse 46	8037	Zürich-Wipkingen
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8048M	allcare Hausarzt-Zentrum	Mürtschenstrasse 26	8048	Zürich
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8055	Zürcher Gesundheitsnetz - Dr. Tobias Wettstein	Birmensdorferstrasse 467	8055	Zürich
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8102	Limmimed, Dr. Med. Walter Schweizer	Zürcherstrasse 149	8102	Oberengstringen
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8245	Hawa - Dr. Peter Ritzmann	Zürcherstrasse 25	8245	Feuertalen
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8303neu	1A-Hausärzte - Dr. Urs Zehnder	Klotenerstrasse 8	8303	Bassersdorf
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8304.MPG	Medplace Wallisellen	Bahnhofplatz 1B	8304	Wallisellen
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8320	Doccare Hausärzte	Im Baumgarten 1	8320	Fehraltorf
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8400RO	Wintimed AG	Römerstrasse 30	8400	Winterthur
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8610Z	Zolamed AG	Zürichstrasse 1	8610	Uster
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8713	Hapmed AG	Gerbi 10	8713	Uerikon
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8810Sch	ZimDoc AG	Schärbächlistrasse 3	8810	Horgen
1535	ZH	2016	PR-REG CH3	BasicPlus	hmo8910neu	DocNet Säuliamt	Betpurstrasse 32	8910	Affoltern am Albis
1555	AG	2016	PR-REG CH0	HMO_A	hmo4051H	Santémed Gesundheitszentrum	Henric Petri-Strasse 9	4051	Basel
1555	AG	2016	PR-REG CH0	HMO_A	hmo5000	Sanacare Gruppenpraxis	Kasinostrasse 30	5000	Aarau
1555	AG	2016	PR-REG CH0	HMO_A	hmo5036M	Monvia Gesundheitszentrum Oberentfelden	Muhenstrasse 13	5036	Oberentfelden
1555	AG	2016	PR-REG CH0	HMO_A	hmo5400	Partnerpraxis ifa Baden	Kreuzweg 3	5400	Baden
1555	AG	2016	PR-REG CH0	HMO_A	hmo6300	Centramed Praxis HMO	Baarerstrasse 8	6300	Zug
1555	AG	2016	PR-REG CH0	HMO_A	hmo6300LG	santémed Gesundheitszentrum Zug	Landis + Gyr-Strasse 1	6300	Zug
1555	AG	2016	PR-REG CH0	HMO_A	hmo8006	Medix Zürich AG	Sumatrastrasse 10	8006	Zürich
1555	AG	2016	PR-REG CH0	HMO_A	hmo8036	Santémed Gesundheitszentrum	Seebahnstrasse 89	8036	Zürich-Wiedikon
1555	AG	2016	PR-REG CH0	HMO_A	hmo8050B	Santémed Gesundheitszentrum	Baumackerstrasse 46	8050	Zürich-Oerlikon
1555	AI	2016	PR-REG CH0	HMO_A	hmo9053	SWICA Gesundheitszentrum	Bächlistrasse 9a	9053	Teufen
1555	AI	2016	PR-REG CH0	HMO_A	hmo9435	Santémed Gesundheitszentrum	Aechelistrasse 6	9435	Heerbrugg
1555	AI	2016	PR-REG CH0	HMO_A	hmo9444	Santémed Gesundheitszentrum	Vordere Kirchstrasse 8	9444	Diepoldsau
1555	AR	2016	PR-REG CH0	HMO_A	hmo9001	Santémed Gesundheitszentrum	Vadianstrasse 26	9001	St. Gallen
1555	AR	2016	PR-REG CH0	HMO_A	hmo9053	SWICA Gesundheitszentrum	Bächlistrasse 9a	9053	Teufen
1555	AR	2016	PR-REG CH0	HMO_A	hmo9435	Santémed Gesundheitszentrum	Aechelistrasse 6	9435	Heerbrugg
1555	AR	2016	PR-REG CH0	HMO_A	hmo9444	Santémed Gesundheitszentrum	Vordere Kirchstrasse 8	9444	Diepoldsau
1555	BE	2016	PR-REG CH1	HMO_A	hmo2502J	Praxis Rosius	Jakob-Rosius-Strasse 3	2502	Biel/Bienne
1555	BE	2016	PR-REG CH1	HMO_A	hmo2503	Sanacare Gruppenpraxis	Neumarktstrasse 27	2503	Biel/Bienne
1555	BE	2016	PR-REG CH1	HMO_A	hmo2504	Medplace Biel-Bözingen	Bözigerstrasse 140	2504	Biel/Bienne
1555	BE	2016	PR-REG CH1	HMO_A	hmo3011B10	Sanacare Gruppenpraxis	Bubenbergplatz 10	3011	Bern
1555	BE	2016	PR-REG CH1	HMO_A	hmo3011B11	Medix Praxis Bubenberg	Bubenbergplatz 11	3011	Bern
1555	BE	2016	PR-REG CH1	HMO_A	hmo3011Sch	Santémed Gesundheitszentrum	Schwanengasse 10/12	3011	Bern
1555	BE	2016	PR-REG CH1	HMO_A	hmo3012Z	Zentrum Zähringer	Zähringerstrasse 45	3012	Bern
1555	BE	2016	PR-REG CH1	HMO_A	hmo3014T	Monvia Gesundheitszentrum Bern	Tellstrasse 32	3014	Bern
1555	BE	2016	PR-REG CH1	HMO_A	hmo3322E	Ärztezentrum Eigerpark	Eigerweg 4	3322	Urtenen-Schönbühl
1555	BE	2016	PR-REG CH2	HMO_A	hmo2502J	Praxis Rosius	Jakob-Rosius-Strasse 3	2502	Biel/Bienne
1555	BE	2016	PR-REG CH2	HMO_A	hmo2503	Sanacare Gruppenpraxis	Neumarktstrasse 27	2503	Biel/Bienne
1555	BE	2016	PR-REG CH2	HMO_A	hmo2504	Medplace Biel-Bözingen	Bözigerstrasse 140	2504	Biel/Bienne
1555	BE	2016	PR-REG CH2	HMO_A	hmo3011B10	Sanacare Gruppenpraxis	Bubenbergplatz 10	3011	Bern
1555	BE	2016	PR-REG CH2	HMO_A	hmo3011B11	Medix Praxis Bubenberg	Bubenbergplatz 11	3011	Bern
1555	BE	2016	PR-REG CH2	HMO_A	hmo3011Sch	Santémed Gesundheitszentrum	Schwanengasse 10/12	3011	Bern
1555	BE	2016	PR-REG CH2	HMO_A	hmo3012Z	Zentrum Zähringer	Zähringerstrasse 45	3012	Bern
1555	BE	2016	PR-REG CH2	HMO_A	hmo3014T	Monvia Gesundheitszentrum Bern	Tellstrasse 32	3014	Bern
1555	BE	2016	PR-REG CH2	HMO_A	hmo3322E	Ärztezentrum Eigerpark	Eigerweg 4	3322	Urtenen-Schönbühl
1555	BE	2016	PR-REG CH3	HMO_A	hmo2504	Medplace Biel-Bözingen	Bözigerstrasse 140	2504	Biel/Bienne
1555	BE	2016	PR-REG CH3	HMO_A	hmo3011B11	Medix Praxis Bubenberg	Bubenbergplatz 11	3011	Bern
1555	BE	2016	PR-REG CH3	HMO_A	hmo3011Sch	Santémed Gesundheitszentrum	Schwanengasse 10/12	3011	Bern
1555	BE	2016	PR-REG CH3	HMO_A	hmo3014T	Monvia Gesundheitszentrum Bern	Tellstrasse 32	3014	Bern
1555	BL	2016	PR-REG CH1	HMO_A	hmo4051	Medix toujours	Sternengasse 18	4051	Basel
1555	BL	2016	PR-REG CH1	HMO_A	hmo4051H	Santémed Gesundheitszentrum	Henric Petri-Strasse 9	4051	Basel
1555	BL	2016	PR-REG CH1	HMO_A	hmo4051S	CENTRAMED Basel	Sternengasse 21	4051	Basel
1555	BL	2016	PR-REG CH2	HMO_A	hmo4051	Medix toujours	Sternengasse 18	4051	Basel
